Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#TH10239,customer_239@example.com,paid,2026-01-10 19:50:55 +0500,fulfilled,2026-01-02 01:23:13 +0500,no,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2026-01-01 17:27:53+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 239,XXXXXXXXXX,XXXXXXXXXX,,Alnasir machinery store,Peshawar,,,PK,XXXXXXXXXX,Customer 239,XXXXXXXXXX,XXXXXXXXXX,,Alnasir machinery store,Peshawar,,,PK,XXXXXXXXXX,Coy,,,Cash on Delivery (COD),#TH19849.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6775870914780.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rWvsDIZq6esq0uNTcL5d6gEIl + #TH19849.1,,,rWvsDIZq6esq0uNTcL5d6gEIl + #TH19849.1
#TH10240,customer_240@example.com,paid,2025-12-21 02:42:29 +0500,fulfilled,2025-12-15 01:25:51 +0500,yes,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2025-12-13 12:21:38+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 240,XXXXXXXXXX,XXXXXXXXXX,,,Sukkur,,,PK,XXXXXXXXXX,Customer 240,XXXXXXXXXX,XXXXXXXXXX,,,Sukkur,,,PK,XXXXXXXXXX,Cy,,,Cash on Delivery (COD),#TH19000.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6739383222492.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rIYX61ZsM3p5vnT01xeGMMEdv + #TH19000.1,,,rIYX61ZsM3p5vnT01xeGMMEdv + #TH19000.1
#TH10241,customer_241@example.com,paid,2026-05-23 18:05:59 +0500,fulfilled,2026-05-15 00:28:49 +0500,yes,PKR,699.0,250.0,0.0,949.0,,0.0,Shipping Charges,2026-05-14 05:50:28+00:00,1,Kitchen Sink Splash Guard – Extra Wide Water Protection - Pack of 1,699.0,1399.0,TH232,True,False,fulfilled,Customer 241,XXXXXXXXXX,XXXXXXXXXX,,Ali Hassan Nawab,Multan,,,PK,XXXXXXXXXX,Customer 241,XXXXXXXXXX,XXXXXXXXXX,,Ali Hassan Nawab,Multan,,,PK,XXXXXXXXXX,Ct,,,Cash on Delivery (COD),#TH27162.1,0.0,TRENDHUB PAKISTAN,0.0,,,,7047652475100.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rbl0TTVez9UqIexVPWNgnZlf9 + #TH27162.1,,,rbl0TTVez9UqIexVPWNgnZlf9 + #TH27162.1
#TH10242,customer_242@example.com,paid,2025-07-05 15:33:00 +0500,fulfilled,2025-06-23 01:11:33 +0500,yes,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2025-06-22 07:31:42+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 242,XXXXXXXXXX,XXXXXXXXXX,Ok,ok,Darya Khan,'30100,,PK,XXXXXXXXXX,Customer 242,XXXXXXXXXX,XXXXXXXXXX,Ok,ok,Darya Khan,'30100,,PK,XXXXXXXXXX,,,,Cash on Delivery (COD),#TH12320.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6410714677468.0,"Ship NOC, ✅ Order Confirmed",Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rHppqkGfVtxHCSxlQNOPWj8cC + #TH12320.2,,,rHppqkGfVtxHCSxlQNOPWj8cC + #TH12320.2
#TH10243,customer_243@example.com,paid,2025-09-21 00:50:16 +0500,fulfilled,2025-09-08 00:41:37 +0500,yes,PKR,2199.0,0.0,0.0,2199.0,,0.0,Delivery Charges,2025-09-07 06:45:05+00:00,1,Safe Mandoline Slicer - Multi Vegetable Chopper - Multi Vegetable Chopper,2199.0,4799.0,TH72,True,False,fulfilled,Customer 243,XXXXXXXXXX,XXXXXXXXXX,House,,Lahore,,,PK,XXXXXXXXXX,Customer 243,XXXXXXXXXX,XXXXXXXXXX,House,,Lahore,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH15703.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6524362424540.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rOqG1okuHSXyUuzTzcOSBH6W6 + #TH15703.2,,,rOqG1okuHSXyUuzTzcOSBH6W6 + #TH15703.2
#TH10244,customer_244@example.com,paid,2026-01-04 00:46:44 +0500,fulfilled,2025-12-26 11:33:28 +0500,yes,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2025-12-25 15:56:30+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 244,XXXXXXXXXX,XXXXXXXXXX,,,Sukkur,,,PK,XXXXXXXXXX,Customer 244,XXXXXXXXXX,XXXXXXXXXX,,,Sukkur,,,PK,XXXXXXXXXX,,,,Cash on Delivery (COD),#TH19525.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6763803869404.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,retEptOVpdL0ymvPBoiG4emaH + #TH19525.1,,,retEptOVpdL0ymvPBoiG4emaH + #TH19525.1
#TH10245,customer_245@example.com,paid,2025-07-20 02:30:13 +0500,fulfilled,2025-07-07 00:46:49 +0500,yes,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2025-07-05 17:50:54+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 245,XXXXXXXXXX,XXXXXXXXXX,Near -,,Karachi,,,PK,XXXXXXXXXX,Customer 245,XXXXXXXXXX,XXXXXXXXXX,Near -,,Karachi,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH12835.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6429325000924.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,r3b7lgAs6FjDTMC8VIimN9GoF + #TH12835.2,,,r3b7lgAs6FjDTMC8VIimN9GoF + #TH12835.2
#TH10246,customer_246@example.com,paid,2025-12-14 03:07:22 +0500,fulfilled,2025-12-04 00:38:03 +0500,yes,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2025-12-02 18:28:13+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 246,XXXXXXXXXX,XXXXXXXXXX,,,Lalamusa,'50200,,PK,XXXXXXXXXX,Customer 246,XXXXXXXXXX,XXXXXXXXXX,,,Lalamusa,'50200,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH18640.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6718391451868.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rm0NrR76BNqaqRp1MVOuAuDNb + #TH18640.1,,,rm0NrR76BNqaqRp1MVOuAuDNb + #TH18640.1
#TH10247,customer_247@example.com,paid,2025-12-28 22:24:52 +0500,fulfilled,2025-12-18 00:44:33 +0500,yes,PKR,4599.01,0.0,0.0,4599.01,,0.0,Delivery Charges,2025-12-16 17:01:14+00:00,1,Metal Shoe Rack with Coat Hooks – Dustproof Entryway Shoe Cabinet & Organizer - 5 - Layer,4599.01,7999.0,TH189,True,False,fulfilled,Customer 247,XXXXXXXXXX,XXXXXXXXXX,Ahmed awaes battery shop,,Ghotki,,,PK,XXXXXXXXXX,Customer 247,XXXXXXXXXX,XXXXXXXXXX,Ahmed awaes battery shop,,Ghotki,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH19151.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6746289111260.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rIubLBnZb1c1dAB4UTSSRKMVo + #TH19151.1,,,rIubLBnZb1c1dAB4UTSSRKMVo + #TH19151.1
#TH10248,customer_248@example.com,paid,2025-12-14 03:04:48 +0500,fulfilled,2025-12-08 00:31:59 +0500,no,PKR,2199.0,0.0,0.0,2199.0,,0.0,Delivery Charges,2025-12-06 20:41:44+00:00,1,Safe Mandoline Slicer - Multi Vegetable Chopper - Multi Vegetable Chopper,2199.0,4799.0,TH72,True,False,fulfilled,Customer 248,XXXXXXXXXX,XXXXXXXXXX,Masjid Khulfa-e-Rashdeen,,Karachi,'03009763090,,PK,XXXXXXXXXX,Customer 248,XXXXXXXXXX,XXXXXXXXXX,Masjid Khulfa-e-Rashdeen,,Karachi,'03009763090,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH18749.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6726222020828.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rnWcm2Ju6LZnWVaTAjMLjFFkM + #TH18749.1,,,rnWcm2Ju6LZnWVaTAjMLjFFkM + #TH18749.1
#TH10249,customer_249@example.com,paid,2025-12-07 15:23:55 +0500,fulfilled,2025-11-24 00:13:55 +0500,no,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2025-11-23 05:15:32+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 249,XXXXXXXXXX,XXXXXXXXXX,,,Gujranwala,'54450,,PK,XXXXXXXXXX,Customer 249,XXXXXXXXXX,XXXXXXXXXX,,,Gujranwala,'54450,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH18300.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6671455027420.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rnp2UUQItnbHrEJCBoe6kOMPM + #TH18300.1,,,rnp2UUQItnbHrEJCBoe6kOMPM + #TH18300.1
#TH10250,customer_250@example.com,paid,2026-05-16 14:31:04 +0500,fulfilled,2026-05-06 23:36:21 +0500,no,PKR,1499.0,250.0,0.0,1749.0,,0.0,Shipping Charges,2026-05-06 15:10:00+00:00,1,Kitchen Sink Splash Guard – Extra Wide Water Protection - Pack of 3,1499.0,2999.0,TH234,True,False,fulfilled,Customer 250,XXXXXXXXXX,XXXXXXXXXX,,,Dinga,'50280,,PK,XXXXXXXXXX,Customer 250,XXXXXXXXXX,XXXXXXXXXX,,,Dinga,'50280,,PK,XXXXXXXXXX,Can,,,Cash on Delivery (COD),#TH26766.1,0.0,TRENDHUB PAKISTAN,0.0,,,,7032265146588.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rrLmN5mU7x1bOlOqTGN8iF6gF + #TH26766.1,,,rrLmN5mU7x1bOlOqTGN8iF6gF + #TH26766.1
#TH10251,customer_251@example.com,paid,2026-01-17 12:32:35 +0500,fulfilled,2026-01-11 23:49:31 +0500,yes,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2026-01-10 20:07:31+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 251,XXXXXXXXXX,XXXXXXXXXX,,,Islamabad,,,PK,XXXXXXXXXX,Customer 251,XXXXXXXXXX,XXXXXXXXXX,,,Islamabad,,,PK,XXXXXXXXXX,Can,,,Cash on Delivery (COD),#TH20305.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6791675969756.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rZQ1HKZ0nc77qrU0Xyj5C8btT + #TH20305.1,,,rZQ1HKZ0nc77qrU0Xyj5C8btT + #TH20305.1
#TH10252,customer_252@example.com,paid,2025-08-24 03:29:33 +0500,fulfilled,2025-08-12 00:30:13 +0500,yes,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2025-08-11 10:09:54+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 252,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,,,PK,XXXXXXXXXX,Customer 252,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH14503.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6481481695452.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,r5tvEUr8I3dQiLrVOasSH9VBc + #TH14503.2,,,r5tvEUr8I3dQiLrVOasSH9VBc + #TH14503.2
#TH10253,customer_253@example.com,paid,2026-05-03 14:28:19 +0500,fulfilled,2026-04-27 01:26:08 +0500,yes,PKR,1899.0,250.0,0.0,2149.0,,0.0,Shipping Charges,2026-04-24 05:19:42+00:00,1,Spray Mop with Microfiber Pad – Reusable Flat Floor Cleaning Mop,1899.0,3999.0,TH254,True,False,fulfilled,Customer 253,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,,,PK,XXXXXXXXXX,Customer 253,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,,,PK,XXXXXXXXXX,Ct,,,Cash on Delivery (COD),#TH26183.1,0.0,TRENDHUB PAKISTAN,0.0,,,,7006773051612.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rlPSXIJJBvAOkCBDUkQZWFnKm + #TH26183.1,,,rlPSXIJJBvAOkCBDUkQZWFnKm + #TH26183.1
#TH10254,customer_254@example.com,paid,2026-04-18 19:01:56 +0500,fulfilled,2026-04-10 00:39:32 +0500,no,PKR,1199.0,250.0,0.0,1449.0,,0.0,Shipping Charges,2026-04-09 18:22:23+00:00,1,Kitchen Sink Splash Guard – Extra Wide Water Protection - Pack of 2,1199.0,2399.0,TH233,True,False,fulfilled,Customer 254,XXXXXXXXXX,XXXXXXXXXX,,,Rawalpindi,,,PK,XXXXXXXXXX,Customer 254,XXXXXXXXXX,XXXXXXXXXX,,,Rawalpindi,,,PK,XXXXXXXXXX,Coy,,,Cash on Delivery (COD),#TH25459.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6977597505756.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rfgPWfe4vlCYrmoIOCuBySsvy + #TH25459.1,,,rfgPWfe4vlCYrmoIOCuBySsvy + #TH25459.1
#TH10255,customer_255@example.com,paid,2025-09-14 01:40:07 +0500,fulfilled,2025-09-01 00:14:27 +0500,yes,PKR,1999.0,0.0,0.0,1999.0,,0.0,Delivery Charges,2025-08-29 18:39:48+00:00,1,Portable Resistance Band Sit-Up Trainer – Full Body Workout,1999.0,3999.0,TH162,True,False,fulfilled,Customer 255,XXXXXXXXXX,XXXXXXXXXX,Fasail bank,,Lahore,,,PK,XXXXXXXXXX,Customer 255,XXXXXXXXXX,XXXXXXXXXX,Fasail bank,,Lahore,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH15325.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6509862748380.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rY4kXc25UByIvPGr6MZmy8fHM + #TH15325.2,,,rY4kXc25UByIvPGr6MZmy8fHM + #TH15325.2
#TH10256,customer_256@example.com,paid,2026-03-12 15:17:47 +0500,fulfilled,2026-03-03 01:44:35 +0500,no,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2026-03-02 09:45:21+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 256,XXXXXXXXXX,XXXXXXXXXX,,,Mianwali,,,PK,XXXXXXXXXX,Customer 256,XXXXXXXXXX,XXXXXXXXXX,,,Mianwali,,,PK,XXXXXXXXXX,Cy,,,Cash on Delivery (COD),#TH23108.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6893176324316.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rda0EFL7yZzSOUAStksgE6wtg + #TH23108.1,,,rda0EFL7yZzSOUAStksgE6wtg + #TH23108.1
#TH10257,customer_257@example.com,paid,2025-12-21 02:40:35 +0500,fulfilled,2025-12-16 00:00:08 +0500,yes,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2025-12-14 17:12:14+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 257,XXXXXXXXXX,XXXXXXXXXX,karachi orangi tawin,,کراچی,'00789,,PK,XXXXXXXXXX,Customer 257,XXXXXXXXXX,XXXXXXXXXX,karachi orangi tawin,,کراچی,'00789,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH19051.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6742187442396.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rRyCw3qsiQUdoOx3KV3DzWVKc + #TH19051.1,,,rRyCw3qsiQUdoOx3KV3DzWVKc + #TH19051.1
#TH10258,customer_258@example.com,paid,2025-06-15 18:01:46 +0500,fulfilled,2025-06-02 01:11:35 +0500,yes,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2025-06-01 15:56:58+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 258,XXXXXXXXXX,XXXXXXXXXX,,,Danyore,,,PK,XXXXXXXXXX,Customer 258,XXXXXXXXXX,XXXXXXXXXX,,,Danyore,,,PK,XXXXXXXXXX,Order has been shipped via PostEx with Tracking 25150530008666. Confirm,"hxs_courier_name: PostEx
hxs_courier_tracking: 25150530008666
hxs_courier_url: https://postex.pk/tracking?cn=25150530008666
hxs_courier_label: https://merchant.postex.pk/get-invoice?trackingNumbers=25150530008666",,Cash on Delivery (COD),#TH11460.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6378264592604.0,PostEx,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rBwZajaWsLYhMomISaZnjYh3z + #TH11460.2,,,rBwZajaWsLYhMomISaZnjYh3z + #TH11460.2
#TH10259,customer_259@example.com,paid,2025-08-03 01:59:24 +0500,fulfilled,2025-07-25 00:35:01 +0500,yes,PKR,1999.0,0.0,0.0,1999.0,,0.0,Delivery Charges,2025-07-24 10:21:54+00:00,1,Portable Resistance Band Sit-Up Trainer – Full Body Workout,1999.0,3999.0,TH162,True,False,fulfilled,Customer 259,XXXXXXXXXX,XXXXXXXXXX,,,Kamoki,,,PK,XXXXXXXXXX,Customer 259,XXXXXXXXXX,XXXXXXXXXX,,,Kamoki,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH13715.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6454604562652.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rTb527QR3iTlBB1cpQu2Lmnbi + #TH13715.2,,,rTb527QR3iTlBB1cpQu2Lmnbi + #TH13715.2
#TH10260,customer_260@example.com,paid,2025-06-22 02:53:16 +0500,fulfilled,2025-06-09 15:15:10 +0500,yes,PKR,1999.0,0.0,0.0,1999.0,,0.0,Delivery Charges,2025-06-06 19:57:02+00:00,1,Portable Resistance Band Sit-Up Trainer – Full Body Workout,1999.0,3999.0,TH162,True,False,fulfilled,Customer 260,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,,,PK,XXXXXXXXXX,Customer 260,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,,,PK,XXXXXXXXXX,Order has been shipped via PostEx with Tracking 29150530008890. ,"hxs_courier_name: PostEx
hxs_courier_tracking: 29150530008890
hxs_courier_url: https://postex.pk/tracking?cn=29150530008890
hxs_courier_label: https://merchant.postex.pk/get-invoice?trackingNumbers=29150530008890",,Cash on Delivery (COD),#TH11685.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6389280932060.0,PostEx,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rMLHcjf5ONm3HqZr4t62EHcVt + #TH11685.2,,,rMLHcjf5ONm3HqZr4t62EHcVt + #TH11685.2
#TH10261,customer_261@example.com,paid,2026-04-12 16:13:10 +0500,fulfilled,2026-04-03 01:04:26 +0500,yes,PKR,1199.0,250.0,0.0,1449.0,,0.0,Shipping Charges,2026-04-02 08:22:31+00:00,1,Kitchen Sink Splash Guard – Extra Wide Water Protection - Pack of 2,1199.0,2399.0,TH233,True,False,fulfilled,Customer 261,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,'0000,,PK,XXXXXXXXXX,Customer 261,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,'0000,,PK,XXXXXXXXXX,Can,,,Cash on Delivery (COD),#TH25068.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6960001614044.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rKQfxnsx2CSKt7BXI3iCvY4WK + #TH25068.1,,,rKQfxnsx2CSKt7BXI3iCvY4WK + #TH25068.1
#TH10262,customer_262@example.com,paid,2026-04-04 02:29:12 +0500,fulfilled,2026-03-25 02:30:24 +0500,no,PKR,699.0,250.0,0.0,949.0,,0.0,Shipping Charges,2026-03-24 02:40:22+00:00,1,Kitchen Sink Splash Guard – Extra Wide Water Protection - Pack of 1,699.0,1399.0,TH232,True,False,fulfilled,Customer 262,XXXXXXXXXX,XXXXXXXXXX,,,Gujranwala,,,PK,XXXXXXXXXX,Customer 262,XXXXXXXXXX,XXXXXXXXXX,,,Gujranwala,,,PK,XXXXXXXXXX,Can,,,Cash on Delivery (COD),#TH24510.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6933843312860.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,r1xsoHCF3JKOEQegGRloXlgpW + #TH24510.1,,,r1xsoHCF3JKOEQegGRloXlgpW + #TH24510.1
#TH10263,customer_263@example.com,paid,2025-12-14 03:06:41 +0500,fulfilled,2025-12-04 00:38:31 +0500,yes,PKR,4299.0,0.0,0.0,4299.0,,0.0,Delivery Charges,2025-12-02 17:11:47+00:00,1,Heavy-Duty Multi-Layer Shoe Cabinet Organizer - 4 - Layer,4299.0,8399.0,TH174,True,False,fulfilled,Customer 263,XXXXXXXXXX,XXXXXXXXXX,,,Sialkot cantt,,,PK,XXXXXXXXXX,Customer 263,XXXXXXXXXX,XXXXXXXXXX,,,Sialkot cantt,,,PK,XXXXXXXXXX,Come,,,Cash on Delivery (COD),#TH18638.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6718254973148.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rhYNxuLKDtXxhxs0EbhyJ99HC + #TH18638.1,,,rhYNxuLKDtXxhxs0EbhyJ99HC + #TH18638.1
#TH10264,customer_264@example.com,paid,2026-05-01 20:21:54 +0500,fulfilled,2026-04-25 00:18:50 +0500,yes,PKR,1199.0,250.0,0.0,1449.0,,0.0,Shipping Charges,2026-04-24 11:36:18+00:00,1,Kitchen Sink Splash Guard – Extra Wide Water Protection - Pack of 2,1199.0,2399.0,TH233,True,False,fulfilled,Customer 264,XXXXXXXXXX,XXXXXXXXXX,Near al habib bank,,Sehwan sharif,'76140,,PK,XXXXXXXXXX,Customer 264,XXXXXXXXXX,XXXXXXXXXX,Near al habib bank,,Sehwan sharif,'76140,,PK,XXXXXXXXXX,Cy,,,Cash on Delivery (COD),#TH26202.1,0.0,TRENDHUB PAKISTAN,0.0,,,,7007127994588.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rK3lZJxka5Ta8kd8okoHQuRTk + #TH26202.1,,,rK3lZJxka5Ta8kd8okoHQuRTk + #TH26202.1
#TH10265,customer_265@example.com,paid,2025-09-21 01:02:50 +0500,fulfilled,2025-09-12 00:16:33 +0500,yes,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2025-09-11 10:29:17+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 265,XXXXXXXXXX,XXXXXXXXXX,,,Gujranwala,,,PK,XXXXXXXXXX,Customer 265,XXXXXXXXXX,XXXXXXXXXX,,,Gujranwala,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH15887.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6530601582812.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rde2MyalWpRosw8HAvZP0fwTK + #TH15887.2,,,rde2MyalWpRosw8HAvZP0fwTK + #TH15887.2
#TH10266,customer_266@example.com,paid,2026-01-10 20:00:28 +0500,fulfilled,2025-12-26 11:43:36 +0500,yes,PKR,2199.0,0.0,0.0,2199.0,,0.0,Delivery Charges,2025-12-24 02:22:41+00:00,1,Safe Mandoline Slicer - Multi Vegetable Chopper - Multi Vegetable Chopper,2199.0,4799.0,TH72,True,False,fulfilled,Customer 266,XXXXXXXXXX,XXXXXXXXXX,Near Madina masjid akhagram,,Upper Dir,'18902,,PK,XXXXXXXXXX,Customer 266,XXXXXXXXXX,XXXXXXXXXX,Near Madina masjid akhagram,,Upper Dir,'18902,,PK,XXXXXXXXXX,Come,,,Cash on Delivery (COD),#TH19431.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6760823324892.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rz9VVlB2EKTAqRecOIFDjAjzs + #TH19431.1,,,rz9VVlB2EKTAqRecOIFDjAjzs + #TH19431.1
